ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_146_Shipment_Method_of_Payment_E1,X12_00401_850->FOB->FOB01
ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_309_Location_Qualifier_E2,X12_00401_850->FOB->FOB02
ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_352_Description_E3,X12_00401_850->FOB->FOB03
ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_334_Transportation_Terms_Qualifier_Code_E4,X12_00401_850->FOB->FOB04
ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_335_Transportation_Terms_Code_E5,X12_00401_850->FOB->FOB05
ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_309_Location_Qualifier_E6,X12_00401_850->FOB->FOB06
ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_352_Description_E7,X12_00401_850->FOB->FOB07
ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_54_Risk_of_Loss_Code_E8,X12_00401_850->FOB->FOB08
ASC_X12_850_004_010_DEFAULT_X->FOB_F.O.B._Related_Instructions_S6->_352_Description_E9,X12_00401_850->FOB->FOB09
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_687_Class_of_Trade_Code_E1,X12_00401_850->CTP->CTP01
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_236_Price_Identifier_Code_E2,X12_00401_850->CTP->CTP02
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_212_Unit_Price_E3,X12_00401_850->CTP->CTP03
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_380_Quantity_E4,X12_00401_850->CTP->CTP04
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP,X12_00401_850->CTP->C001
